#R[cm]          y[R_S0]         x        tau
7.18174735e+16  0.0877681287  0.999999109  0.000678182405
7.18332298e+16  0.0877873846  0.999999109  0.000678627926
7.18489862e+16  0.0878066404  0.999999109  0.000679073622
7.18647425e+16  0.0878258963  0.999999108  0.000679519493
7.18804989e+16  0.0878451521  0.999999108  0.000679965597
7.18962552e+16  0.087864408  0.999999107  0.000680411875
7.19120116e+16  0.0878836638  0.999999107  0.000680858328
7.19277679e+16  0.0879029196  0.999999107  0.000681305013
7.19435243e+16  0.0879221755  0.999999106  0.000681751873
7.19592807e+16  0.0879414313  0.999999106  0.000682198966
7.1975037e+16  0.0879606872  0.999999105  0.000682646234
7.19907934e+16  0.087979943  0.999999105  0.000683093676
7.20065497e+16  0.0879991988  0.999999105  0.000683541293
7.20223061e+16  0.0880184547  0.999999104  0.000683989143
7.20380624e+16  0.0880377105  0.999999104  0.000684437167
7.20538188e+16  0.0880569664  0.999999103  0.000684885425
7.20695752e+16  0.0880762222  0.999999103  0.000685333856
7.20853315e+16  0.0880954781  0.999999103  0.000685782463
7.21010879e+16  0.0881147339  0.999999102  0.000686231302
7.21168442e+16  0.0881339897  0.999999102  0.000686680316
7.21326006e+16  0.0881532456  0.999999102  0.000687129505
7.21483569e+16  0.0881725014  0.999999101  0.000687578926
7.21641133e+16  0.0881917573  0.999999101  0.000688028522
7.21798697e+16  0.0882110131  0.9999991  0.000688478351
7.2195626e+16  0.088230269  0.9999991  0.000688928354
7.22113824e+16  0.0882495248  0.9999991  0.000689378532
7.22271387e+16  0.0882687806  0.999999099  0.000689828943
7.22428951e+16  0.0882880365  0.999999099  0.000690279528
7.22586514e+16  0.0883072923  0.999999098  0.000690730347
7.22744078e+16  0.0883265482  0.999999098  0.00069118134
7.22901642e+16  0.088345804  0.999999098  0.000691632507
7.23059205e+16  0.0883650599  0.999999097  0.000692083908
7.23216769e+16  0.0883843157  0.999999097  0.000692535483
7.23374332e+16  0.0884035715  0.999999097  0.000692987232
7.23531896e+16  0.0884228274  0.999999096  0.000693439215
7.23689459e+16  0.0884420832  0.999999096  0.000693891372
7.23847023e+16  0.0884613391  0.999999095  0.000694343762
7.24004586e+16  0.0884805949  0.999999095  0.000694796327
7.2416215e+16  0.0884998507  0.999999095  0.000695249066
7.24319714e+16  0.0885191066  0.999999094  0.000695702038
7.24477277e+16  0.0885383624  0.999999094  0.000696155184
7.24634841e+16  0.0885576183  0.999999093  0.000696608506
7.24792404e+16  0.0885768741  0.999999093  0.00069706206
7.24949968e+16  0.08859613  0.999999093  0.000697515788
7.25107531e+16  0.0886153858  0.999999092  0.00069796975
7.25265095e+16  0.0886346416  0.999999092  0.000698423886
7.25422659e+16  0.0886538975  0.999999091  0.000698878255
7.25580222e+16  0.0886731533  0.999999091  0.000699332799
7.25737786e+16  0.0886924092  0.99999909  0.000699787575
7.25895349e+16  0.088711665  0.99999909  0.000700242526
7.26052913e+16  0.0887309209  0.99999909  0.000700697652
7.26210476e+16  0.0887501767  0.999999089  0.000701153011
7.2636804e+16  0.0887694325  0.999999089  0.000701608544
7.26525604e+16  0.0887886884  0.999999089  0.000702064252
7.26683167e+16  0.0888079442  0.999999088  0.000702520192
7.26840731e+16  0.0888272001  0.999999088  0.000702976307
7.26998294e+16  0.0888464559  0.999999087  0.000703432655
7.27155858e+16  0.0888657117  0.999999087  0.000703889178
7.27313421e+16  0.0888849676  0.999999087  0.000704345875
7.27470985e+16  0.0889042234  0.999999086  0.000704802747
7.27628549e+16  0.0889234793  0.999999086  0.000705259852
7.27786112e+16  0.0889427351  0.999999085  0.000705717131
7.27943676e+16  0.088961991  0.999999085  0.000706174644
7.28101239e+16  0.0889812468  0.999999085  0.000706632331
7.28258803e+16  0.0890005026  0.999999084  0.00070709025
7.28416366e+16  0.0890197585  0.999999084  0.000707548345
7.2857393e+16  0.0890390143  0.999999083  0.000708006672
7.28731493e+16  0.0890582702  0.999999083  0.000708465173
7.28889057e+16  0.089077526  0.999999083  0.00070892385
7.29046621e+16  0.0890967819  0.999999082  0.000709382759
7.29204184e+16  0.0891160377  0.999999082  0.000709841843
7.29361748e+16  0.0891352935  0.999999081  0.000710301159
7.29519311e+16  0.0891545494  0.999999081  0.000710760651
7.29676875e+16  0.0891738052  0.999999081  0.000711220317
7.29834438e+16  0.0891930611  0.99999908  0.000711680215
7.29992002e+16  0.0892123169  0.99999908  0.000712140289
7.30149566e+16  0.0892315728  0.999999079  0.000712600595
7.30307129e+16  0.0892508286  0.999999079  0.000713061076
7.30464693e+16  0.0892700844  0.999999079  0.000713521731
7.30622256e+16  0.0892893403  0.999999078  0.000713982619
7.3077982e+16  0.0893085961  0.999999078  0.000714443682
7.30937383e+16  0.089327852  0.999999077  0.000714904978
7.31094947e+16  0.0893471078  0.999999077  0.000715366448
7.31252511e+16  0.0893663636  0.999999077  0.000715828151
7.31410074e+16  0.0893856195  0.999999076  0.000716290029
7.31567638e+16  0.0894048753  0.999999076  0.00071675214
7.31725201e+16  0.0894241312  0.999999075  0.000717214425
7.31882765e+16  0.089443387  0.999999075  0.000717676885
7.32040328e+16  0.0894626429  0.999999075  0.000718139578
7.32197892e+16  0.0894818987  0.999999074  0.000718602445
7.32355455e+16  0.0895011545  0.999999074  0.000719065545
7.32513019e+16  0.0895204104  0.999999073  0.00071952882
7.32670583e+16  0.0895396662  0.999999073  0.000719992269
7.32828146e+16  0.0895589221  0.999999073  0.000720455952
7.3298571e+16  0.0895781779  0.999999072  0.000720919808
7.33143273e+16  0.0895974338  0.999999072  0.000721383898
7.33300837e+16  0.0896166896  0.999999071  0.000721848162
7.334584e+16  0.0896359454  0.999999071  0.000722312659
7.33615964e+16  0.0896552013  0.999999071  0.000722777331
7.33773528e+16  0.0896744571  0.99999907  0.000723242178
7.33931091e+16  0.089693713  0.99999907  0.000723707257
7.34088655e+16  0.0897129688  0.999999069  0.000724172569
7.34246218e+16  0.0897322246  0.999999069  0.000724637997
7.34403782e+16  0.0897514805  0.999999069  0.000725103659
7.34561345e+16  0.0897707363  0.999999068  0.000725569553
7.34718909e+16  0.0897899922  0.999999068  0.000726035621
7.34876473e+16  0.089809248  0.999999067  0.000726501923
7.35034036e+16  0.0898285039  0.999999067  0.000726968399
7.351916e+16  0.0898477597  0.999999067  0.00072743505
7.35349163e+16  0.0898670155  0.999999066  0.000727901934
7.35506727e+16  0.0898862714  0.999999066  0.000728368992
7.3566429e+16  0.0899055272  0.999999065  0.000728836283
7.35821854e+16  0.0899247831  0.999999065  0.000729303749
7.35979418e+16  0.0899440389  0.999999065  0.000729771389
7.36136981e+16  0.0899632948  0.999999064  0.000730239262
7.36294545e+16  0.0899825506  0.999999064  0.00073070731
7.36452108e+16  0.0900018064  0.999999063  0.000731175591
7.36609672e+16  0.0900210623  0.999999063  0.000731644104
7.36767235e+16  0.0900403181  0.999999063  0.000732112792
7.36924799e+16  0.090059574  0.999999062  0.000732581655
7.37082362e+16  0.0900788298  0.999999062  0.000733050751
7.37239926e+16  0.0900980856  0.999999061  0.000733520021
7.3739749e+16  0.0901173415  0.999999061  0.000733989524
7.37555053e+16  0.0901365973  0.999999061  0.000734459201
7.37712617e+16  0.0901558532  0.99999906  0.000734929054
7.3787018e+16  0.090175109  0.99999906  0.000735399139
7.38027744e+16  0.0901943649  0.999999059  0.000735869398
7.38185307e+16  0.0902136207  0.999999059  0.000736339891
7.38342871e+16  0.0902328765  0.999999059  0.000736810558
7.38500435e+16  0.0902521324  0.999999058  0.000737281458
7.38657998e+16  0.0902713882  0.999999058  0.000737752533
7.38815562e+16  0.0902906441  0.999999057  0.00073822384
7.38973125e+16  0.0903098999  0.999999057  0.000738695322
7.39130689e+16  0.0903291558  0.999999057  0.000739166979
7.39288252e+16  0.0903484116  0.999999056  0.000739638868
7.39445816e+16  0.0903676674  0.999999056  0.000740110991
7.3960338e+16  0.0903869233  0.999999055  0.000740583288
7.39760943e+16  0.0904061791  0.999999055  0.000741055759
7.39918507e+16  0.090425435  0.999999055  0.000741528464
7.4007607e+16  0.0904446908  0.999999054  0.000742001401
7.40233634e+16  0.0904639467  0.999999054  0.000742474513
7.40391197e+16  0.0904832025  0.999999053  0.000742947799
7.40548761e+16  0.0905024583  0.999999053  0.000743421318
7.40706324e+16  0.0905217142  0.999999053  0.000743895012
7.40863888e+16  0.09054097  0.999999052  0.000744368939
7.41021452e+16  0.0905602259  0.999999052  0.000744843041
7.41179015e+16  0.0905794817  0.999999051  0.000745317317
7.41336579e+16  0.0905987375  0.999999051  0.000745791825
7.41494142e+16  0.0906179934  0.999999051  0.000746266567
7.41651706e+16  0.0906372492  0.99999905  0.000746741483
7.41809269e+16  0.0906565051  0.99999905  0.000747216574
7.41966833e+16  0.0906757609  0.999999049  0.000747691898
7.42124397e+16  0.0906950168  0.999999049  0.000748167455
7.4228196e+16  0.0907142726  0.999999049  0.000748643186
7.42439524e+16  0.0907335284  0.999999048  0.000749119092
7.42597087e+16  0.0907527843  0.999999048  0.00074959523
7.42754651e+16  0.0907720401  0.999999047  0.000750071544
7.42912214e+16  0.090791296  0.999999047  0.00075054809
7.43069778e+16  0.0908105518  0.999999046  0.000751024869
7.43227342e+16  0.0908298077  0.999999046  0.000751501793
7.43384905e+16  0.0908490635  0.999999046  0.000751978921
7.43542469e+16  0.0908683193  0.999999045  0.000752456253
7.43700032e+16  0.0908875752  0.999999045  0.000752933789
7.43857596e+16  0.090906831  0.999999044  0.000753411558
7.44015159e+16  0.0909260869  0.999999044  0.000753889501
7.44172723e+16  0.0909453427  0.999999044  0.000754367647
7.44330287e+16  0.0909645985  0.999999043  0.000754845998
7.4448785e+16  0.0909838544  0.999999043  0.000755324581
7.44645414e+16  0.0910031102  0.999999042  0.000755803339
7.44802977e+16  0.0910223661  0.999999042  0.000756282301
7.44960541e+16  0.0910416219  0.999999042  0.000756761467
7.45118104e+16  0.0910608778  0.999999041  0.000757240836
7.45275668e+16  0.0910801336  0.999999041  0.000757720409
7.45433231e+16  0.0910993894  0.99999904  0.000758200185
7.45590795e+16  0.0911186453  0.99999904  0.000758680166
7.45748359e+16  0.0911379011  0.99999904  0.00075916035
7.45905922e+16  0.091157157  0.999999039  0.000759640738
7.46063486e+16  0.0911764128  0.999999039  0.000760121329
7.46221049e+16  0.0911956687  0.999999038  0.000760602125
7.46378613e+16  0.0912149245  0.999999038  0.000761083124
7.46536176e+16  0.0912341803  0.999999038  0.000761564326
7.4669374e+16  0.0912534362  0.999999037  0.000762045733
7.46851304e+16  0.091272692  0.999999037  0.000762527343
7.47008867e+16  0.0912919479  0.999999036  0.000763009157
7.47166431e+16  0.0913112037  0.999999036  0.000763491174
7.47323994e+16  0.0913304596  0.999999036  0.000763973396
7.47481558e+16  0.0913497154  0.999999035  0.000764455821
7.47639121e+16  0.0913689712  0.999999035  0.00076493845
7.47796685e+16  0.0913882271  0.999999034  0.000765421282
7.47954249e+16  0.0914074829  0.999999034  0.000765904319
7.48111812e+16  0.0914267388  0.999999034  0.000766387559
7.48269376e+16  0.0914459946  0.999999033  0.000766871002
7.48426939e+16  0.0914652504  0.999999033  0.00076735465
7.48584503e+16  0.0914845063  0.999999032  0.000767838501
7.48742066e+16  0.0915037621  0.999999032  0.000768322556
7.4889963e+16  0.091523018  0.999999031  0.000768806814
7.49057194e+16  0.0915422738  0.999999031  0.000769291277
7.49214757e+16  0.0915615297  0.999999031  0.000769775943
7.49372321e+16  0.0915807855  0.99999903  0.000770260813
7.49529884e+16  0.0916000413  0.99999903  0.000770745886
7.49687448e+16  0.0916192972  0.999999029  0.000771231164
7.49845011e+16  0.091638553  0.999999029  0.000771716645
7.50002575e+16  0.0916578089  0.999999029  0.000772202329
7.50160138e+16  0.0916770647  0.999999028  0.000772688218
7.50317702e+16  0.0916963206  0.999999028  0.00077317431
7.50475266e+16  0.0917155764  0.999999027  0.000773660606
7.50632829e+16  0.0917348322  0.999999027  0.000774147105
7.50790393e+16  0.0917540881  0.999999027  0.000774633809
7.50947956e+16  0.0917733439  0.999999026  0.000775120716
7.5110552e+16  0.0917925998  0.999999026  0.000775607827
7.51263083e+16  0.0918118556  0.999999025  0.000776095141
7.51420647e+16  0.0918311114  0.999999025  0.000776582659
7.51578211e+16  0.0918503673  0.999999024  0.000777070411
7.51735774e+16  0.0918696231  0.999999024  0.000777558336
7.51893338e+16  0.091888879  0.999999024  0.000778046495
7.52050901e+16  0.0919081348  0.999999023  0.000778534828
7.52208465e+16  0.0919273907  0.999999023  0.000779023394
7.52366028e+16  0.0919466465  0.999999022  0.000779512164
7.52523592e+16  0.0919659023  0.999999022  0.000780001108
7.52681156e+16  0.0919851582  0.999999022  0.000780490256
7.52838719e+16  0.092004414  0.999999021  0.000780979608
7.52996283e+16  0.0920236699  0.999999021  0.000781469193
7.53153846e+16  0.0920429257  0.99999902  0.000781958981
7.5331141e+16  0.0920621816  0.99999902  0.000782448973
7.53468973e+16  0.0920814374  0.99999902  0.000782939169
7.53626537e+16  0.0921006932  0.999999019  0.000783429568
7.537841e+16  0.0921199491  0.999999019  0.000783920172
7.53941664e+16  0.0921392049  0.999999018  0.000784410979
7.54099228e+16  0.0921584608  0.999999018  0.000784901989
7.54256791e+16  0.0921777166  0.999999018  0.000785393204
7.54414355e+16  0.0921969724  0.999999017  0.000785884622
7.54571918e+16  0.0922162283  0.999999017  0.000786376244
7.54729482e+16  0.0922354841  0.999999016  0.000786868099
7.54887045e+16  0.09225474  0.999999016  0.000787360128
7.55044609e+16  0.0922739958  0.999999016  0.000787852361
7.55202173e+16  0.0922932517  0.999999015  0.000788344827
7.55359736e+16  0.0923125075  0.999999015  0.000788837497
7.555173e+16  0.0923317633  0.999999014  0.00078933037
7.55674863e+16  0.0923510192  0.999999014  0.000789823447
7.55832427e+16  0.092370275  0.999999013  0.000790316728
7.5598999e+16  0.0923895309  0.999999013  0.000790810212
7.56147554e+16  0.0924087867  0.999999013  0.000791303901
7.56305118e+16  0.0924280426  0.999999012  0.000791797793
7.56462681e+16  0.0924472984  0.999999012  0.000792291889
7.56620245e+16  0.0924665542  0.999999011  0.000792786188
7.56777808e+16  0.0924858101  0.999999011  0.000793280691
7.56935372e+16  0.0925050659  0.999999011  0.000793775398
7.57092935e+16  0.0925243218  0.99999901  0.000794270309
7.57250499e+16  0.0925435776  0.99999901  0.000794765452
7.57408063e+16  0.0925628335  0.999999009  0.000795260799
7.57565626e+16  0.0925820893  0.999999009  0.00079575635
7.5772319e+16  0.0926013451  0.999999008  0.000796252105
7.57880753e+16  0.092620601  0.999999008  0.000796748063
7.58038317e+16  0.0926398568  0.999999008  0.000797244225
7.5819588e+16  0.0926591127  0.999999007  0.000797740591
7.58353444e+16  0.0926783685  0.999999007  0.00079823719
7.58511007e+16  0.0926976243  0.999999006  0.000798733963
7.58668571e+16  0.0927168802  0.999999006  0.00079923094
7.58826135e+16  0.092736136  0.999999006  0.00079972815
7.58983698e+16  0.0927553919  0.999999005  0.000800225564
7.59141262e+16  0.0927746477  0.999999005  0.000800723181
7.59298825e+16  0.0927939036  0.999999004  0.000801221002
7.59456389e+16  0.0928131594  0.999999004  0.000801719027
7.59613952e+16  0.0928324152  0.999999004  0.000802217255
7.59771516e+16  0.0928516711  0.999999003  0.000802715687
7.5992908e+16  0.0928709269  0.999999003  0.000803214323
7.60086643e+16  0.0928901828  0.999999002  0.000803713163
7.60244207e+16  0.0929094386  0.999999002  0.000804212235
7.6040177e+16  0.0929286945  0.999999002  0.000804711482
7.60559334e+16  0.0929479503  0.999999001  0.000805210962
7.60716897e+16  0.0929672061  0.999999001  0.000805710646
7.60874461e+16  0.092986462  0.999999  0.000806210533
7.61032025e+16  0.0930057178  0.999999  0.000806710625
7.61189588e+16  0.0930249737  0.999998999  0.000807210949
7.61347152e+16  0.0930442295  0.999998999  0.000807711447
7.61504715e+16  0.0930634853  0.999998999  0.000808212149
7.61662279e+16  0.0930827412  0.999998998  0.000808713055
7.61819842e+16  0.093101997  0.999998998  0.000809214194
7.61977406e+16  0.0931212529  0.999998997  0.000809715537
7.62134969e+16  0.0931405087  0.999998997  0.000810217083
7.62292533e+16  0.0931597646  0.999998996  0.000810718833
7.62450097e+16  0.0931790204  0.999998996  0.000811220787
7.6260766e+16  0.0931982762  0.999998996  0.000811722944
7.62765224e+16  0.0932175321  0.999998995  0.000812225335
7.62922787e+16  0.0932367879  0.999998995  0.000812727929
7.63080351e+16  0.0932560438  0.999998994  0.000813230727
7.63237914e+16  0.0932752996  0.999998994  0.000813733728
7.63395478e+16  0.0932945555  0.999998994  0.000814236933
7.63553042e+16  0.0933138113  0.999998993  0.000814740342
7.63710605e+16  0.0933330671  0.999998993  0.000815243984
7.63868169e+16  0.093352323  0.999998992  0.000815747801
7.64025732e+16  0.0933715788  0.999998992  0.00081625185
7.64183296e+16  0.0933908347  0.999998991  0.000816756103
7.64340859e+16  0.0934100905  0.999998991  0.000817260559
7.64498423e+16  0.0934293464  0.999998991  0.00081776522
7.64655987e+16  0.0934486022  0.99999899  0.000818270113
7.6481355e+16  0.093467858  0.99999899  0.00081877521
7.64971114e+16  0.0934871139  0.999998989  0.000819280511
7.65128677e+16  0.0935063697  0.999998989  0.000819786015
7.65286241e+16  0.0935256256  0.999998989  0.000820291723
7.65443804e+16  0.0935448814  0.999998988  0.000820797635
7.65601368e+16  0.0935641372  0.999998988  0.000821303751
7.65758932e+16  0.0935833931  0.999998987  0.000821810099
7.65916495e+16  0.0936026489  0.999998987  0.000822316651
7.66074059e+16  0.0936219048  0.999998986  0.000822823407
7.66231622e+16  0.0936411606  0.999998986  0.000823330367
7.66389186e+16  0.0936604165  0.999998986  0.00082383753
7.66546749e+16  0.0936796723  0.999998985  0.000824344927
7.66704313e+16  0.0936989281  0.999998985  0.000824852497
7.66861876e+16  0.093718184  0.999998984  0.000825360301
7.6701944e+16  0.0937374398  0.999998984  0.000825868308
7.67177004e+16  0.0937566957  0.999998984  0.000826376519
7.67334567e+16  0.0937759515  0.999998983  0.000826884934
7.67492131e+16  0.0937952074  0.999998983  0.000827393582
7.67649694e+16  0.0938144632  0.999998982  0.000827902433
7.67807258e+16  0.093833719  0.999998982  0.000828411488
7.67964821e+16  0.0938529749  0.999998981  0.000828920747
7.68122385e+16  0.0938722307  0.999998981  0.00082943021
7.68279949e+16  0.0938914866  0.999998981  0.000829939905
7.68437512e+16  0.0939107424  0.99999898  0.000830449804
7.68595076e+16  0.0939299982  0.99999898  0.000830959907
7.68752639e+16  0.0939492541  0.999998979  0.000831470214
7.68910203e+16  0.0939685099  0.999998979  0.000831980753
7.69067766e+16  0.0939877658  0.999998979  0.000832491467
7.6922533e+16  0.0940070216  0.999998978  0.000833002385
7.69382894e+16  0.0940262775  0.999998978  0.000833513535
7.69540457e+16  0.0940455333  0.999998977  0.00083402489
7.69698021e+16  0.0940647891  0.999998977  0.000834536448
7.69855584e+16  0.094084045  0.999998976  0.000835048239
7.70013148e+16  0.0941033008  0.999998976  0.000835560233
7.70170711e+16  0.0941225567  0.999998976  0.000836072431
7.70328275e+16  0.0941418125  0.999998975  0.000836584833
7.70485838e+16  0.0941610684  0.999998975  0.000837097439
7.70643402e+16  0.0941803242  0.999998974  0.000837610278
7.70800966e+16  0.09419958  0.999998974  0.00083812332
7.70958529e+16  0.0942188359  0.999998974  0.000838636566
7.71116093e+16  0.0942380917  0.999998973  0.000839150016
7.71273656e+16  0.0942573476  0.999998973  0.000839663669
7.7143122e+16  0.0942766034  0.999998972  0.000840177527
7.71588783e+16  0.0942958592  0.999998972  0.000840691617
7.71746347e+16  0.0943151151  0.999998971  0.000841205911
7.71903911e+16  0.0943343709  0.999998971  0.000841720408
7.72061474e+16  0.0943536268  0.999998971  0.000842235109
7.72219038e+16  0.0943728826  0.99999897  0.000842750043
7.72376601e+16  0.0943921385  0.99999897  0.000843265181
7.72534165e+16  0.0944113943  0.999998969  0.000843780523
7.72691728e+16  0.0944306501  0.999998969  0.000844296097
7.72849292e+16  0.094449906  0.999998968  0.000844811875
7.73006856e+16  0.0944691618  0.999998968  0.000845327857
7.73164419e+16  0.0944884177  0.999998968  0.000845844042
7.73321983e+16  0.0945076735  0.999998967  0.000846360432
7.73479546e+16  0.0945269294  0.999998967  0.000846877025
7.7363711e+16  0.0945461852  0.999998966  0.000847393851
7.73794673e+16  0.094565441  0.999998966  0.00084791088
7.73952237e+16  0.0945846969  0.999998966  0.000848428113
7.74109801e+16  0.0946039527  0.999998965  0.00084894555
7.74267364e+16  0.0946232086  0.999998965  0.00084946322
7.74424928e+16  0.0946424644  0.999998964  0.000849981094
7.74582491e+16  0.0946617203  0.999998964  0.0008504992
7.74740055e+16  0.0946809761  0.999998963  0.000851017481
7.74897618e+16  0.0947002319  0.999998963  0.000851535995
7.75055182e+16  0.0947194878  0.999998963  0.000852054713
7.75212745e+16  0.0947387436  0.999998962  0.000852573634
7.75370309e+16  0.0947579995  0.999998962  0.000853092788
7.75527873e+16  0.0947772553  0.999998961  0.000853612146
7.75685436e+16  0.0947965111  0.999998961  0.000854131707
7.75843e+16  0.094815767  0.99999896  0.000854651473
7.76000563e+16  0.0948350228  0.99999896  0.000855171442
7.76158127e+16  0.0948542787  0.99999896  0.000855691615
7.7631569e+16  0.0948735345  0.999998959  0.00085621202
7.76473254e+16  0.0948927904  0.999998959  0.000856732659
7.76630818e+16  0.0949120462  0.999998958  0.000857253472
7.76788381e+16  0.094931302  0.999998958  0.000857774517
7.76945945e+16  0.0949505579  0.999998958  0.000858295767
7.77103508e+16  0.0949698137  0.999998957  0.00085881722
7.77261072e+16  0.0949890696  0.999998957  0.000859338907
7.77418635e+16  0.0950083254  0.999998956  0.000859860796
7.77576199e+16  0.0950275813  0.999998956  0.00086038289
7.77733763e+16  0.0950468371  0.999998955  0.000860905187
7.77891326e+16  0.0950660929  0.999998955  0.000861427718
7.7804889e+16  0.0950853488  0.999998955  0.000861950452
7.78206453e+16  0.0951046046  0.999998954  0.000862473389
7.78364017e+16  0.0951238605  0.999998954  0.00086299656
7.7852158e+16  0.0951431163  0.999998953  0.000863519934
7.78679144e+16  0.0951623721  0.999998953  0.000864043512
7.78836708e+16  0.095181628  0.999998952  0.000864567322
7.78994271e+16  0.0952008838  0.999998952  0.000865091337
7.79151835e+16  0.0952201397  0.999998952  0.000865615555
7.79309398e+16  0.0952393955  0.999998951  0.000866139977
7.79466962e+16  0.0952586514  0.999998951  0.000866664632
7.79624525e+16  0.0952779072  0.99999895  0.00086718949
7.79782089e+16  0.095297163  0.99999895  0.000867714552
7.79939652e+16  0.0953164189  0.999998949  0.000868239847
7.80097216e+16  0.0953356747  0.999998949  0.000868765346
7.8025478e+16  0.0953549306  0.999998949  0.000869291049
7.80412343e+16  0.0953741864  0.999998948  0.000869816955
7.80569907e+16  0.0953934423  0.999998948  0.000870343094
7.8072747e+16  0.0954126981  0.999998947  0.000870869437
7.80885034e+16  0.0954319539  0.999998947  0.000871396012
7.81042597e+16  0.0954512098  0.999998946  0.000871922792
7.81200161e+16  0.0954704656  0.999998946  0.000872449775
7.81357725e+16  0.0954897215  0.999998946  0.000872976991
7.81515288e+16  0.0955089773  0.999998945  0.00087350441
7.81672852e+16  0.0955282331  0.999998945  0.000874032034
7.81830415e+16  0.095547489  0.999998944  0.000874559861
7.81987979e+16  0.0955667448  0.999998944  0.000875087891
7.82145542e+16  0.0955860007  0.999998943  0.000875616155
7.82303106e+16  0.0956052565  0.999998943  0.000876144622
7.8246067e+16  0.0956245124  0.999998943  0.000876673294
7.82618233e+16  0.0956437682  0.999998942  0.000877202197
7.82775797e+16  0.095663024  0.999998942  0.000877731305
7.8293336e+16  0.0956822799  0.999998941  0.000878260646
7.83090924e+16  0.0957015357  0.999998941  0.00087879019
7.83248487e+16  0.0957207916  0.999998941  0.000879319938
7.83406051e+16  0.0957400474  0.99999894  0.000879849918
7.83563614e+16  0.0957593033  0.99999894  0.000880380103
7.83721178e+16  0.0957785591  0.999998939  0.000880910491
7.83878742e+16  0.0957978149  0.999998939  0.000881441083
7.84036305e+16  0.0958170708  0.999998938  0.000881971908
7.84193869e+16  0.0958363266  0.999998938  0.000882502965
7.84351432e+16  0.0958555825  0.999998937  0.000883034227
7.84508996e+16  0.0958748383  0.999998937  0.000883565692
7.84666559e+16  0.0958940942  0.999998937  0.000884097361
7.84824123e+16  0.09591335  0.999998936  0.000884629262
7.84981687e+16  0.0959326058  0.999998936  0.000885161367
7.8513925e+16  0.0959518617  0.999998935  0.000885693677
7.85296814e+16  0.0959711175  0.999998935  0.000886226218
7.85454377e+16  0.0959903734  0.999998935  0.000886758964
7.85611941e+16  0.0960096292  0.999998934  0.000887291942
7.85769504e+16  0.096028885  0.999998934  0.000887825125
7.85927068e+16  0.0960481409  0.999998933  0.000888358511
7.86084632e+16  0.0960673967  0.999998933  0.0008888921
7.86242195e+16  0.0960866526  0.999998932  0.000889425923
7.86399759e+16  0.0961059084  0.999998932  0.000889959978
7.86557322e+16  0.0961251643  0.999998932  0.000890494208
7.86714886e+16  0.0961444201  0.999998931  0.000891028671
7.86872449e+16  0.0961636759  0.999998931  0.000891563337
7.87030013e+16  0.0961829318  0.99999893  0.000892098207
7.87187577e+16  0.0962021876  0.99999893  0.00089263331
7.8734514e+16  0.0962214435  0.999998929  0.000893168646
7.87502704e+16  0.0962406993  0.999998929  0.000893704186
7.87660267e+16  0.0962599552  0.999998929  0.000894239929
7.87817831e+16  0.096279211  0.999998928  0.000894775876
7.87975394e+16  0.0962984668  0.999998928  0.000895312056
7.88132958e+16  0.0963177227  0.999998927  0.00089584844
7.88290521e+16  0.0963369785  0.999998927  0.000896385056
7.88448085e+16  0.0963562344  0.999998926  0.000896921876
7.88605649e+16  0.0963754902  0.999998926  0.0008974589
7.88763212e+16  0.096394746  0.999998925  0.000897996157
7.88920776e+16  0.0964140019  0.999998925  0.000898533646
7.89078339e+16  0.0964332577  0.999998925  0.00089907134
7.89235903e+16  0.0964525136  0.999998924  0.000899609237
7.89393466e+16  0.0964717694  0.999998924  0.000900147337
7.8955103e+16  0.0964910253  0.999998923  0.000900685671
7.89708594e+16  0.0965102811  0.999998923  0.000901224237
7.89866157e+16  0.0965295369  0.999998923  0.000901762978
7.90023721e+16  0.0965487928  0.999998922  0.000902301952
7.90181284e+16  0.0965680486  0.999998922  0.00090284113
7.90338848e+16  0.0965873045  0.999998921  0.00090338054
7.90496411e+16  0.0966065603  0.999998921  0.000903920154
7.90653975e+16  0.0966258162  0.99999892  0.000904459972
7.90811539e+16  0.096645072  0.99999892  0.000905000023
7.90969102e+16  0.0966643278  0.999998919  0.000905540277
7.91126666e+16  0.0966835837  0.999998919  0.000906080764
7.91284229e+16  0.0967028395  0.999998919  0.000906621455
7.91441793e+16  0.0967220954  0.999998918  0.000907162379
7.91599356e+16  0.0967413512  0.999998918  0.000907703507
7.9175692e+16  0.0967606071  0.999998917  0.000908244838
7.91914483e+16  0.0967798629  0.999998917  0.000908786402
7.92072047e+16  0.0967991187  0.999998916  0.000909328199
7.92229611e+16  0.0968183746  0.999998916  0.000909870199
7.92387174e+16  0.0968376304  0.999998916  0.000910412404
7.92544738e+16  0.0968568863  0.999998915  0.000910954841
7.92702301e+16  0.0968761421  0.999998915  0.000911497482
7.92859865e+16  0.0968953979  0.999998914  0.000912040327
7.93017428e+16  0.0969146538  0.999998914  0.000912583404
7.93174992e+16  0.0969339096  0.999998913  0.000913126685
7.93332556e+16  0.0969531655  0.999998913  0.000913670199
7.93490119e+16  0.0969724213  0.999998913  0.000914213917
7.93647683e+16  0.0969916772  0.999998912  0.000914757868
7.93805246e+16  0.097010933  0.999998912  0.000915302022
7.9396281e+16  0.0970301888  0.999998911  0.00091584638
7.94120373e+16  0.0970494447  0.999998911  0.000916390971
7.94277937e+16  0.0970687005  0.99999891  0.000916935765
